id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
709349383953692774,Historic Loft - In The Heart of Five Points,142542148,Zach,,Five Points,39.75622,-104.97695,Entire home/apt,168,2,59,2024-12-16,2.17,1,147,47,2022-BFN-0005864
709546711302251236,Hot tub Mario Mural Game Room FirePit House by DIA,84927766,Kevin,,Gateway - Green Valley Ranch,39.79811,-104.75563,Entire home/apt,206,1,59,2024-12-26,2.27,1,352,33,2022-BFN-0009795
710204060665991721,Cozy 2 Bed | 2 Bath House Close to RiNo and I-70,421416230,Jesse,,Elyria Swansea,39.776640132573924,-104.95108596527481,Entire home/apt,232,29,36,2024-11-30,1.69,1,180,19,2022-BFN-0022128
710437165751545579,Cheerful 3BR Getaway House w/ hot tub close to DT,47064619,Abby,,Villa Park,39.73179,-105.04112,Entire home/apt,,29,59,2024-06-29,2.26,1,0,22,2022-BFN-0008690
710756954220544238,Pet Friendly Highlands Home,59729201,Abbie,,West Highland,39.76327,-105.03204,Entire home/apt,137,29,2,2022-10-19,0.07,1,365,0,2021-BFN-0008179
710826876473303496,Potter Highlands Guesthouse,478565604,Nicole,,Highland,39.76674765865386,-105.02227411776695,Entire home/apt,159,3,101,2024-12-19,4.79,1,242,66,2022-BFN-0011731
711484342304125517,Chic Denver Apartment ~ 2 Mi to Downtown!,121718072,Evolve,,Baker,39.72226445542612,-104.99284735373533,Entire home/apt,66,30,2,2023-07-08,0.08,85,364,0,
711502172419244083,Designer Furnished 1BR at Union Station,406548445,Christian,,Union Station,39.7558,-105.00067,Entire home/apt,162,2,79,2024-12-19,2.86,1,88,27,2024-BFN-0028191
711552927441784637,Urban Garden Hideaway,17411040,Holly,,Sloan Lake,39.75691,-105.02601,Entire home/apt,80,30,1,2024-07-28,0.19,1,117,1,
711842136992485364,Home Away From Home - 2 Bedroom Condo w/ Fireplace,15104166,Kendra,,Washington Virginia Vale,39.69743,-104.928,Entire home/apt,160,30,32,2024-12-07,1.23,6,324,13,
712129585932814547,Executive Downtown Denver Condo - Amazing Views -,34955862,Scott,,Union Station,39.7563619,-105.0031001,Entire home/apt,121,29,2,2023-04-14,0.08,40,334,0,
712235487005435091,Classic & Quiet Casita in the Heart of Denver,46294308,Clara,,Five Points,39.75728,-104.97379,Entire home/apt,,2,57,2024-11-28,2.10,1,0,13,2022-BFN-0010827
712356391541077719,Cheerful 3-Bedroom home with free parking,478851454,Lydia,,Gateway - Green Valley Ranch,39.78203,-104.74658,Entire home/apt,135,29,7,2024-09-28,0.29,2,365,3,
712417414848715940,Upscale Denver Townhome w/ City Skyline Views,121718072,Evolve,,West Colfax,39.7458,-105.02644,Entire home/apt,229,2,40,2024-12-23,1.46,85,342,16,2022-BFN-0007524
712436297954660616,"Perfectly located 2 bed, 2 bath Cherry Creek condo",30719438,Rene,,Cherry Creek,39.71429916350889,-104.9419678874867,Entire home/apt,180,95,6,2024-10-07,0.32,1,311,3,
713640049218767213,Spacious apartment in the heart of Platt Park,3889662,Kari,,Platt Park,39.6889118,-104.9850249,Entire home/apt,117,30,10,2024-12-08,0.40,1,91,4,
713665615531467683,"Spacious 4xBed, Hot-Tub & Garage",393895507,Richard,,Athmar Park,39.70534,-105.0103,Entire home/apt,200,29,3,2023-07-31,0.12,1,340,0,
713830086047355069,3600 sqft Penthouse w/5000ft private rooftop,236177669,Brian,,Speer,39.72591,-104.97794,Entire home/apt,1200,2,12,2024-09-02,0.44,1,179,4,2022-BFN-0004895
713940641795668019,Bright and Cheerful 1 Bedroom Home,56079117,Rhianna & Patrick,,Skyland,39.75629,-104.94128,Entire home/apt,138,1,149,2024-12-26,5.40,1,178,53,2021-BFN-0001275
714423282601257864,Downtown Loft style condo next to 16th street mall,76447651,Kindra With RKA STAY,,CBD,39.7444882,-104.9892235,Entire home/apt,81,30,5,2024-09-30,0.30,2,264,4,
714725914058656007,Modern 1 bed Studio House near Sloan's Lake,222848355,Hallie,,Villa Park,39.73012,-105.04359,Entire home/apt,73,29,6,2023-12-31,0.23,1,364,0,
715411434657165043,"Sweet Home Near Denver Airport DIA
2022BFN0022402",219539210,Aschalew Kebede,,Gateway - Green Valley Ranch,39.79562,-104.79888,Entire home/apt,199,30,0,,,2,364,0,
715947257174682351,Updated 1 Bed/1 Bath Loft in Downtown Denver,187161157,Martin,,Five Points,39.74822,-104.97839,Entire home/apt,,89,3,2024-03-08,0.21,6,0,1,
716146958464934904,Bright basement suite near downtown,4564419,Byron,,Whittier,39.75661,-104.96177,Entire home/apt,119,3,38,2024-10-26,1.41,1,147,4,2022-BFN-0011730
716485516830013150,Charming 2-bedroom Denver home-Dog friendly,34955862,Scott,,City Park West,39.74548,-104.96425,Entire home/apt,121,29,3,2023-05-26,0.12,40,328,0,
716530210998590258,Amazing 4Bedroom Sunnyside House! Groups/Pets OK!,454373667,Visar,,Sunnyside,39.78044,-105.02276,Entire home/apt,,29,0,,,1,364,0,2021-BFN-0007974
717436122781415544,Walkable RiNo / Downtown - Modern Carriage House,23007062,Santiago,,Cole,39.76454,-104.97086,Entire home/apt,,30,0,,,1,28,0,
718052335950302578,Private suite in the Hale neighborhood,73926438,Caleb,,Hale,39.73219,-104.92343,Entire home/apt,105,1,51,2024-10-31,2.25,1,346,22,2022-BFN-0012006
718712169216476773,Cozy Carriage House,64111420,Shawn,,Berkeley,39.778646574528885,-105.04065117498811,Entire home/apt,126,2,94,2024-10-26,4.03,1,176,46,2022-BFN-0023225
718816278989804273,Stunning Interior Designer Home in Heart of Denver,24631860,Melissa,,Sunnyside,39.78106,-105.02052,Entire home/apt,437,2,56,2024-12-15,2.18,1,194,24,2022-BFN-0009553
718933174205185510,2nd Floor of City Park Gem,65029,Jennie,,North Park Hill,39.751740298462,-104.93890358955566,Private room,220,2,3,2024-06-09,0.21,2,269,1,2023-BFN-0001187
719014173270605750,"NEW Stylish & Bright, Central, Sloan Lake w/ Yard",23415904,Jackie,,West Colfax,39.7405,-105.05248,Entire home/apt,168,30,1,2023-07-01,0.05,4,145,0,2024-BFN-0001356
719385608083897860,Modern 3 bdrm home in Central Denver,1307483,Kristi,,Cory - Merrill,39.69034,-104.94453,Entire home/apt,359,29,0,,,1,358,0,
719459090208712837,Cheerful 1 Bedroom 2 Bathroom Townhouse,478812976,Stacey,,Sloan Lake,39.7466192,-105.0290981,Entire home/apt,79,30,3,2024-12-20,0.14,1,178,1,
719474189697735153,Remodel in Capitol Hill downtown w/2 garage spots,399896247,Diane,,Capitol Hill,39.7386379,-104.9790679,Entire home/apt,95,30,8,2024-12-15,0.32,2,213,4,
720450837068138558,# HOT TUB PETS 420 friendly - Baker - 2-Room Suite,9691307,Gretchen,,Baker,39.71859,-104.99709,Private room,10,1,32,2024-09-15,1.18,11,98,14,2022-BFN-0003725
720568337430402563,"Cozy, central 1BR w/ fire pit & downtown view",327907501,Catherine,,City Park West,39.74984,-104.97247,Entire home/apt,,2,44,2024-11-20,1.85,1,0,18,2022-BFN-0023539
721142782373494820,Cheerful 3-BR home with yard in the heart of LoHi,75631768,Leah,,Highland,39.766778307674684,-105.01077856868505,Entire home/apt,,6,0,,,1,0,0,2023-BFN-0028852
721309677177138946,Stay in Style-Walk to the BEST Food/Bars in Denver,58472319,Ashi,,Five Points,39.7631972,-104.9754736,Entire home/apt,272,2,92,2024-12-03,3.50,6,340,39,2022-BFN-0011452
721698564563827231,"Modern 2 bed, 1 bath suite w/ garage and gym",306507919,Hayley,,Montclair,39.73554,-104.91379,Entire home/apt,110,30,0,,,9,365,0,
721709701696904082,"Secluded in the City! Play, relax and repeat!",480585850,Lance,,Berkeley,39.78077,-105.03589,Entire home/apt,133,2,44,2024-10-27,1.61,1,335,18,2022-BFN-0010989
721728139592829478,1 Bedroom Townhome at The Promenade at Lowry,445697747,Tim,,Lowry Field,39.72283,-104.89316,Entire home/apt,147,30,2,2024-07-18,0.12,22,286,1,
722398469345471790,Super-Central Townhome with Private Backyard!,22845672,Christina,,Five Points,39.76332,-104.9736,Entire home/apt,204,29,75,2024-11-25,3.03,1,301,10,2022-BFN-0015188
723295399409592315,"Spacious 3br/2ba, 2 Living Rooms + Parking & Yard",5338178,Tyler,,West Colfax,39.73838,-105.03461,Entire home/apt,150,2,19,2024-10-20,0.70,3,17,11,2021-BFN-0006552
723767356190939114,Modern Relaxing Suite Near the Heart of Denver,22759206,Jonathan,,Clayton,39.76552,-104.95166,Entire home/apt,,1,118,2024-08-26,4.42,1,0,38,2022-BFN-0010189
723792867770318651,Your ideal 3bd home centrally located.,259016164,Josh,,University Hills,39.67698,-104.93288,Entire home/apt,150,30,4,2024-09-27,0.22,4,364,1,
723822796186332502,Modern Townhome Highlands/Jefferson Park,4665978,Grace,,Jefferson Park,39.75581,-105.02429,Entire home/apt,152,29,2,2024-08-31,0.14,1,329,1,
723991149722382863,Bud Bliss:Cannabis-Friendly Stay,371447266,Mervin,,North Park Hill,39.76107,-104.90693,Entire home/apt,168,2,15,2024-09-03,0.56,2,360,5,2020-BFN-0005186
723991677420501236,Cloud by Modern Midstay | 1 Block to City Park #C6,8672659,Ben,,City Park,39.7421964,-104.9545373,Entire home/apt,111,29,10,2024-10-08,0.39,48,304,4,
724628217692578513,Cozy Bedroom Overlooking Denver Sunset Skyline!,174102445,Amee And Keelan,,Skyland,39.75801,-104.95739,Private room,65,2,54,2024-12-06,2.01,2,61,25,2022-BFN-0006983
724735498827526967,Cozy 1-bedroom home in heart of Denver.,481164989,Matt,,Speer,39.72569,-104.98182,Entire home/apt,104,1,166,2024-12-11,6.57,1,42,75,2022-BFN-0010772
724757156142015393,Bright 3Bd Home | Private Yard & Patio w/ firepit,259016164,Josh,,University Hills,39.67601,-104.93494,Entire home/apt,140,29,1,2023-02-28,0.04,4,364,0,
725309749294301794,Cheerful Dog Friendly Bungalow Close To Downtown,46328071,Elisenda,,Clayton,39.76428,-104.9535,Entire home/apt,100,29,0,,,1,61,0,
725348565634928593,Private Suite with close proximity to DIA.,3806812,Kelly,,North Park Hill,39.76129,-104.92659,Entire home/apt,145,3,38,2024-11-04,1.39,1,172,17,2022-BFN-0010786
725395965292676255,"Private Apt, heart of Denver with beautiful garden",12649368,Jack,,Speer,39.72033,-104.98279,Entire home/apt,90,1,199,2024-12-13,7.53,1,346,91,2022-BFN-0014188
725569243610409759,Cloud by Modern Midstay | 1Block to City Park #C12,8672659,Ben,,City Park,39.7421964,-104.9545373,Entire home/apt,115,29,2,2023-03-12,0.08,48,274,0,
725661728469130172,Cozy Cherry Creek Studio,479520142,StayRN,,Cherry Creek,39.7192,-104.95109,Entire home/apt,64,30,7,2024-09-16,0.29,96,358,3,
725961615015983687,Private mother-in-law suite,51021951,Erik,,Stapleton,39.792649993459584,-104.87953430758661,Entire home/apt,70,90,0,,,1,332,0,
725964271182679412,Adorable and modern guesthouse with parking,348599193,Madison,,Sunnyside,39.7755,-105.01964,Entire home/apt,95,3,83,2024-11-04,3.16,1,358,41,2021-BFN-0007132
726016842737654610,Perfect Sanctuary for 8 w Hot Tub near City Park,43124875,Michael,,South Park Hill,39.74041,-104.93644,Entire home/apt,332,2,72,2024-12-15,2.71,1,168,41,2022-BFN-0011442
726058882707528701,Green valley ranch; Private Room; Denver Airport,353467473,Meron,,Gateway - Green Valley Ranch,39.78708708443355,-104.76269278586796,Private room,91,29,0,,,1,365,0,
726064489052589524,Modern Cherry Creek Studio,479520142,StayRN,,Cherry Creek,39.71778,-104.95024,Entire home/apt,54,30,4,2024-12-07,0.32,96,358,3,
726102862764795441,Spacious Cherry Creek Studio,479520142,StayRN,,Cherry Creek,39.71808,-104.94989,Entire home/apt,67,30,8,2024-08-21,0.36,96,345,4,
726306092663234732,Union Station 1 Br. Penthouse,27806603,Marcus,,Union Station,39.7575,-105.00002,Entire home/apt,245,30,0,,,1,364,0,
726717726129806047,"The Humboldt Abode! Walk to RiNo, garage + patio",202310048,Kaitlyn,,Cole,39.76479,-104.97109,Entire home/apt,159,2,73,2024-12-22,2.70,1,203,25,2022-BFN-0009779
726772714382853056,Adorable Garden Apartment in Congress Park,25137124,Sara,,Congress Park,39.73662,-104.95276,Entire home/apt,139,3,40,2024-11-12,1.51,1,266,20,2021-BFN-0006034
727027250376148905,Brand new 4 bedroom home with a game room!,481600711,Kasia,,DIA,39.8153409,-104.7661399,Entire home/apt,,30,10,2024-10-04,0.43,1,0,4,
727326183546867030,The best location in heart of downtown Denver,281772544,Derek,,Union Station,39.75389280794152,-105.00002157966982,Entire home/apt,83,30,4,2024-12-18,0.28,1,262,3,
727453293220642856,12 Min to DIA | King Beds,436034614,Drew,,Gateway - Green Valley Ranch,39.77141,-104.75332,Entire home/apt,177,29,151,2024-12-08,6.03,1,311,60,2022-BFN-0014200
728831826151612217,Spacious Condo Centrally Located w/ Mountain View,374244102,Marc,,CBD,39.7462802,-104.9968463,Entire home/apt,89,29,0,,,5,207,0,
728914343000533565,Airport condo - Great value - Free parking,481926850,Mehret,,Gateway - Green Valley Ranch,39.77342,-104.80899,Private room,60,5,11,2024-07-14,0.50,1,363,3,2022-BFN-0016457
729569637101529668,Cozy 2 BR Apartment in Quiet Neighborhood,455803402,Randy,,Barnum,39.71393,-105.03911,Entire home/apt,85,29,12,2024-12-11,0.50,1,305,4,
729652092424378836,"Denver Baker Area, Private Apt, Monthly Furnished",328567451,Antoine,,Baker,39.72071,-104.99488,Entire home/apt,60,30,1,2023-04-30,0.05,3,90,0,
729745038254629889,Walk to RINO/Downtown - Sleeps 4,18226583,Alyssa,,Five Points,39.756701569404306,-104.97685590740967,Entire home/apt,,29,35,2024-09-11,1.41,1,0,10,2022-BFN-0017253
730293709109330468,Lovely 1 bdrm in heart of Capitol Hill!,392360868,Lincolnwood,,Capitol Hill,39.73418,-104.97781,Entire home/apt,116,30,6,2023-10-10,0.24,17,89,0,
730317516336427460,Boho Chic 3-BR Home in Denver | Walk to Sloan Lake,49261319,Sam,,West Colfax,39.74065,-105.02963,Entire home/apt,206,29,97,2024-12-16,3.74,1,342,38,2022-BFN-0009522
730367630464917794,Modern Townhouse in Highlands Neighborhood,64120073,Alex,,Highland,39.76235,-105.02466,Entire home/apt,500,2,7,2023-11-17,0.36,1,358,0,2022-BFN-0009301
731137763612598909,"Master suite in two bedroom  home , close to DIA",460714274,Franklin,,Gateway - Green Valley Ranch,39.7796385,-104.8061932,Private room,,1,116,2024-12-14,4.66,1,0,83,2022-BFN-0008422
731225275498231431,Modern Private Guesthouse in Platt Park,2229811,Dan,,Platt Park,39.68061429999998,-104.98345464973755,Entire home/apt,94,1,126,2024-12-29,4.74,1,329,54,2022-BFN-0004245
731322815852947716,RiNo Loft w/ parking & mtn Views,72164908,Atomic,,Five Points,39.7647491,-104.9793067,Entire home/apt,178,1,137,2024-12-16,5.05,42,73,45,2023-BFN-0021026
731962041321300055,Charming Tudor Home- Hot Tub-Family Friendly,34955862,Scott,,North Park Hill,39.75353,-104.92094,Entire home/apt,274,1,30,2024-11-25,1.18,40,344,13,2022-BFN-0005791
731993458479929395,Lovely 1 bd w Hot Tub in Rino,9628202,Joel,,Five Points,39.76533,-104.98879,Entire home/apt,126,29,0,,,1,365,0,
732015471331014197,Platt Place - Cozy 2BR Walkable to DU/WashPark,448995326,Noah,,University,39.68254,-104.97126,Entire home/apt,100,1,74,2024-11-16,2.82,1,158,29,2024-BFN-0012362
732477907257334600,"Chic,Big 1 Bdrm+PoolTable+Kitchen+PrivateEntry@DIA",74368861,Alicia,,Gateway - Green Valley Ranch,39.79607,-104.73936,Entire home/apt,91,29,76,2023-10-28,2.83,4,177,0,2022-BFN-0006808
732790871786257775,Lovely 2 Bedroom DTC Condo,28706795,Bryan,,Hampden South,39.64002,-104.90403,Entire home/apt,74,30,1,2023-08-19,0.06,2,119,0,
732803631850724904,5400sqft 6BR 16+ ppl 10min to DIA & Gaylord Resort,160682,Alexander,,Gateway - Green Valley Ranch,39.78346,-104.77877,Entire home/apt,694,29,88,2024-12-03,3.28,1,343,27,2022-BFN-0009491
733179720669337299,Modern Denver house w/ yard-3 patios-pet friendly,25746347,Brandon,,Sloan Lake,39.74829,-105.02738,Entire home/apt,351,2,37,2024-12-26,1.39,1,100,19,2022-BFN-0011353
733956504772429436,"New, clean & bright apartment, wildlife views!",113721500,Lesley,,Stapleton,39.811437478139545,-104.86790655750696,Entire home/apt,52,30,2,2024-12-16,1.02,1,235,2,
734105250654408552,Lovely 2-bedroom house in Baker,369751386,Luis,,Baker,39.72028,-104.9969,Entire home/apt,,2,32,2024-10-27,1.22,1,0,7,2022-BFN-0011422
734182338323469827,Charming Townhome Near Parks and Lowry Town Center,14561668,Heather,,Lowry Field,39.727520000148914,-104.90063202750855,Entire home/apt,170,30,0,,,1,180,0,
734743563659938705,"Corporate Travelers, Nurses and Nomads 1B/1B",160633950,Jessica,,Goldsmith,39.6749,-104.91482,Entire home/apt,70,31,2,2024-03-05,0.17,3,213,2,
734957664522718341,Cheerful updated 3bed room house,189805223,Ake,,Northeast Park Hill,39.76601,-104.92015,Entire home/apt,95,29,1,2022-12-06,0.04,1,365,0,
735487072237682854,Chic Mid-Mod Cliff May home with hot tub & hammock,36223369,Nadine,,Harvey Park,39.6711789,-105.0371347,Entire home/apt,330,2,59,2024-12-13,2.21,1,46,24,2022-BFN-0012398
736947659579693596,Walkable and Minutes to Downtown + Wash Park,10851798,Holly,,Speer,39.71209,-104.98346,Entire home/apt,111,1,95,2024-12-28,3.64,1,116,41,2022-BFN-0011792
737175199933870781,3 Bedroom Home Close to Wash Park and Light Rail,91349376,Krista,,Platt Park,39.69617,-104.98366,Entire home/apt,450,3,23,2024-11-29,0.89,1,311,11,2022-BFN-0014085
737936544393437558,Modern Townhome with Backyard Patio and Rooftop,7990509,Daniel,,West Colfax,39.7457311,-105.0304231,Private room,85,1,135,2024-12-03,5.25,1,170,56,2022-BFN-0013439
738341714086090429,Luxurious 2 bedroom/private balcony/fire pit/views,79126554,Hamlet,,Chaffee Park,39.79177,-105.02494,Entire home/apt,369,29,4,2024-07-15,0.26,2,346,2,
738407877272807150,"Amazing 3BR w/ Pets! Hot Tub, Wi-Fi, Open Kitchen",287270283,Maren,,North Park Hill,39.7603,-104.92997,Entire home/apt,225,3,105,2024-12-28,3.98,1,135,41,2022-BFN-0012690
738482909310154267,Light filled loft *30 day min stay*,9359150,Tara,,Baker,39.7204868,-104.9878542,Entire home/apt,100,30,6,2024-12-29,0.28,1,252,1,
738619928601930113,Blue Betty - Centrally located private guesthouse,20133197,Rusty,,Five Points,39.75519612298469,-104.97755831123983,Entire home/apt,100,1,135,2024-12-28,5.60,2,145,88,2022-BFN-0017968
739023316373676557,Modern carriage house in Congress Park,27263016,Jeff,,Congress Park,39.738716758598805,-104.9548339874576,Entire home/apt,125,2,34,2024-12-27,1.85,1,66,23,2022-BFN-0014694
739140201889363576,Spacious Apartment Steps Away from Cheesman Park,12165978,Kevin,,Country Club,39.72818,-104.96851,Entire home/apt,76,30,10,2024-11-09,0.46,1,149,5,
739452487293649135,"Top 1% Luxe Mid-Century 2 Bd Dtwn, Parking, Views!",2620000,Martin,,Union Station,39.750848,-104.9956631,Entire home/apt,219,1,131,2024-12-27,5.22,1,251,47,2024-BFN-0021638
739950731689480859,Condo in the sky - amazing views - gym,34955862,Scott,,Union Station,39.75186,-104.99634,Entire home/apt,77,29,4,2024-11-03,0.18,40,329,2,
739985040977578956,Highlands Area | Close to DT | Getaway to Mtns!,63981834,Andrew,,West Highland,39.76224,-105.02578,Entire home/apt,339,1,43,2024-12-26,2.16,6,139,39,2023-BFN-0043048
739993663565503565,Highlands Area | Close 2 DT Denver | Easy Commute,63981834,Andrew,,West Highland,39.76205,-105.02605,Entire home/apt,107,29,4,2024-11-16,0.18,6,152,3,
740711061692818651,cozy basement suite,123230904,Laura,,Overland,39.67448359999999,-104.9914046,Entire home/apt,,2,175,2024-12-15,7.65,1,81,80,2023-BFN-0004615
740772916847940647,Beautiful 2-Bedroom Home Close to the Airport,64943356,Marie Therese,,Gateway - Green Valley Ranch,39.79175890521996,-104.77071650326252,Entire home/apt,100,29,4,2024-11-13,0.28,1,224,3,
740881044832876997,Bright and colorful Westwood studio,6296897,Linnea,,Westwood,39.7047,-105.04847,Entire home/apt,56,29,36,2024-02-04,1.37,2,179,3,2022-BFN-0007188
741294673089470250,Next to downtown/Brand New 5 Bed-5 Bath/Sleeps 10,484276421,Scott,,West Colfax,39.73922,-105.03179,Entire home/apt,,2,60,2024-10-13,2.40,1,190,25,2022-BFN-0009202
741318599932658126,Luxe Getaway | Yard + Roof Deck | 4 Story Townhome,107279139,John And Kimberly,,West Colfax,39.74216,-105.03635,Entire home/apt,125,1,53,2024-12-10,2.01,19,294,18,2022-BFN-0009672
741528068677634029,Platt Park Garden Level Bungalow,9890976,Savannah,,Platt Park,39.67914,-104.98496,Entire home/apt,88,2,62,2024-11-25,2.81,1,166,22,2022-BFN-0015457
741529317516724892,Cozy downstairs unit near RiNo,61329197,Julayna,,Whittier,39.7571345,-104.9686619,Entire home/apt,80,1,101,2024-12-11,6.50,1,45,72,2022-BFN-0018533
742168071014010884,Fully Private 2 Bed 1 Bath Apartment,65500438,Adam,,Barnum,39.7176,-105.03879,Entire home/apt,102,29,5,2024-12-18,0.20,1,332,2,2022-BFN-0015034
742288401997679055,"Spacious, Minutes to Downtown!",60366430,Mark,,Barnum,39.71785,-105.02883,Entire home/apt,243,2,63,2024-12-15,2.45,1,0,32,2022-BFN-0009226
742337968296873080,Cozy 2BR Home minutes from Downtown Denver,371744034,Nick,,Villa Park,39.7335,-105.03539,Entire home/apt,112,1,121,2024-12-28,4.79,1,352,58,2022-BFN-0014847
742660865860248485,York by Modern Midstay | 3 Blocks to Cheesman #SY1,8672659,Ben,,Congress Park,39.73491,-104.95912,Entire home/apt,141,29,4,2024-05-24,0.20,48,91,1,
742735450433261938,cozy carriage house in sloans lake,34955862,Scott,,Sloan Lake,39.75432,-105.02584,Entire home/apt,104,1,47,2024-12-03,1.79,40,359,17,2022-BFN-0011463
742801081333505927,Washington Park Skyloft with Rooftop Deck,141042203,Shaun,,Washington Park West,39.711000622484114,-104.98174734413624,Entire home/apt,207,3,79,2024-12-21,3.22,1,267,40,2022-BFN-0013466
743446254724757351,Blue Bear Romantic Spa Getaway,85303919,Lee & Jackie,,Hampden,39.65788,-104.91794,Entire home/apt,251,1,45,2024-11-28,1.70,3,360,15,2020-BFN-0000872
744037535486861463,High House,13140899,Rachael,,Cole,39.7647149834163,-104.96533579578283,Entire home/apt,80,30,6,2023-11-28,0.27,1,327,0,
744372381650031641,Home in Congress Park,7504116,Josh,,Congress Park,39.74001,-104.94357,Entire home/apt,232,2,110,2024-12-16,4.16,1,332,49,2022-BFN-0004081
744684629395125850,4BR Upscale Townhome / Roof Top w/ Skyline Views,484866290,Jensen And Kat,,Highland,39.76568,-105.01239,Entire home/apt,256,1,80,2024-12-23,3.33,1,303,42,2022-BFN-0009800
744831857961830656,SPIRE 2116: Stylish with Amazing City Views,460083844,Susan,,CBD,39.7445,-104.99446,Entire home/apt,97,30,5,2024-11-25,0.26,28,229,3,
744839828526192239,Walkable Platt Park - 3BR Basement Unit,20332802,Maggie,,University,39.68075,-104.97208,Entire home/apt,108,29,89,2024-12-08,3.36,1,79,49,2022-BFN-0013065
744854411455315088,Cozy Guest Suite Close to Downtown and the Rockies,484910856,Fena,,Westwood,39.71001,-105.04759,Entire home/apt,93,3,57,2024-11-30,2.22,1,347,25,2022-BFN-0003650
744932889124503579,New studio near hospitals,64254886,Elizabeth,,City Park West,39.74747,-104.97214,Entire home/apt,58,29,4,2024-11-23,0.32,1,59,3,
744962418659655100,Upscale Condo and Gorgeous Views,172857856,Derik,,North Capitol Hill,39.74669990583968,-104.98198746137696,Entire home/apt,149,29,0,,,1,87,0,
744987693431168994,Cozy Historic 1910 Bungalow,452299125,Leah,,Overland,39.66797,-104.99039,Entire home/apt,98,1,48,2024-12-29,2.15,1,268,24,2022-BFN-0013878
745001860765890904,Brand new studio apt. in the heart of Tennyson St.,191018778,Cole,,Berkeley,39.77405034832926,-105.04378439206542,Entire home/apt,119,2,23,2024-10-14,0.88,2,113,19,2021-BFN-0005996
745544985036489294,Luxury Urban Escape,416637142,Marc And Rie,,Jefferson Park,39.74859,-105.02298,Entire home/apt,850,3,9,2024-07-28,0.36,1,17,4,2022-BFN-0010561
745567714515602671,Brand New! Modern LoHi Jeff Park Carriage House,72164908,Atomic,,Jefferson Park,39.75038877215653,-105.01956841442482,Entire home/apt,123,1,134,2024-12-16,5.16,42,171,64,2022-BFN-0011921
745739329621416697,Charming Cozy 3 Bedroom with Patio,378808333,Richard,,Athmar Park,39.70332,-105.02226,Entire home/apt,,29,12,2023-08-12,0.60,1,25,0,2022-BFN-0017841
746273969260926893,Bright Denver Bungalow w/ Backyard & Patio!,121718072,Evolve,,Sunnyside,39.77634649574921,-105.01899523479463,Entire home/apt,152,2,19,2024-12-13,0.73,85,359,3,2022-BFN-0009677
746638439089736116,"Private 2 bed home,  walk to the best of Denver",271521,Jenee,,Cole,39.76453,-104.96729,Entire home/apt,500,1,2,2024-06-15,0.08,3,365,1,2020-BFN-0002996
747104711622147232,SPIRE 2102: Incredible Mountain View Two-Bedroom,460083844,Susan,,CBD,39.7437,-104.99463,Entire home/apt,159,30,3,2024-03-20,0.12,28,365,1,
747128386136118771,"Brooks Towers 17M: Affordable, Amenities & Views!",460083844,Susan,,CBD,39.7462802,-104.9968463,Entire home/apt,65,30,5,2024-09-23,0.22,28,293,2,
747262760028369245,"Spectacular downtown view, walk to union station",203120757,Dare,,Highland,39.75837,-105.01013,Entire home/apt,187,1,27,2024-11-30,1.09,1,182,18,2022-BFN-0014534
748041463451439266,Your winter home in Denver!,4602071,Julie,,Sloan Lake,39.75389,-105.03168,Entire home/apt,440,30,0,,,2,145,0,2021-BFN-0001647
748419285233480969,"Downtown! Lovely first floor, two bedroom condo.",165917172,Ji And Ryan,,Five Points,39.751681,-104.9806425,Entire home/apt,177,1,86,2024-12-06,3.28,2,340,64,2022-BFN-0014809
748431458677542569,Bright and cozy 2-bedroom apt. in Uptown Victorian,85349416,Molly,,Five Points,39.74914,-104.97484,Entire home/apt,147,2,77,2024-12-29,3.07,1,328,37,2022-BFN-0015052
748521564474469376,Blissful Bungalow,40583737,Anna,,Montclair,39.7369482,-104.9103005,Entire home/apt,135,29,3,2024-08-31,0.17,1,363,1,
748722977778850526,Brand new Townhouse Near Denver Downtown,203242258,James,,Jefferson Park,39.751796161229315,-105.02407545026246,Entire home/apt,233,1,69,2024-12-15,2.75,1,327,34,2019-BFN-0009450
748739045776024910,"Cozy 2 bedroom, 1 bathroom, with fenced-in yard!",71331995,Matthew,,Valverde,39.7185,-105.01811,Entire home/apt,152,29,8,2024-08-08,0.37,1,213,4,
749251313654981053,1 BR in Uptown Historic Home/Coffee Shop,10554668,Meaghan,,North Capitol Hill,39.74407,-104.97464,Private room,49,29,156,2024-11-06,6.01,3,90,64,2022-BFN-0009160
749861631308624478,"Clean, Quiet, Nice-Bronco's Stadium & Sloan's Lake",10330890,David,,West Colfax,39.745,-105.02863,Private room,,29,6,2023-03-05,0.23,1,0,0,2022-BFN-0015558
749891316964119880,Modern - Lux Townhouse w/ private garage,52759882,Brandon,,West Colfax,39.74069,-105.03464,Entire home/apt,269,2,85,2024-12-08,3.31,3,11,40,2022-BFN-0014432
749955775735331744,Modern Fully Furnished Studio in City Park,123582930,Sara,,City Park West,39.74792,-104.97223,Entire home/apt,66,29,9,2024-11-20,0.39,1,349,5,
