ID,Neighborhood,Latitude,Longitude,Listing Type,Price,Available Days per Year,Host Listings Count
42763068,Five Points,39.75528,-104.98228,Entire home/apt,453.0,89,1
42775159,Gateway - Green Valley Ranch,39.79155,-104.79846,Private room,95.0,180,2
42807831,Sloan Lake,39.74681,-105.02701,Entire home/apt,348.0,357,1
42832854,Cheesman Park,39.73529,-104.97182,Entire home/apt,75.0,264,2
42858367,Civic Center,39.73321,-104.98937,Entire home/apt,415.0,363,1
42963342,Hampden,39.66605,-104.87485,Private room,41.0,139,6
42974935,Capitol Hill,39.73556,-104.97816,Entire home/apt,72.0,51,1
42983415,Capitol Hill,39.73162,-104.97439,Entire home/apt,115.0,136,2
43002470,Capitol Hill,39.73832,-104.97686,Entire home/apt,76.0,80,1
43035979,Cheesman Park,39.73911,-104.9641,Entire home/apt,161.0,365,6
43063526,City Park West,39.74224,-104.96225,Entire home/apt,81.0,176,2
43070342,Berkeley,39.77659,-105.04381,Entire home/apt,449.0,325,5
43070482,Berkeley,39.77665,-105.04495,Entire home/apt,83.0,358,5
43070516,Berkeley,39.77645,-105.04459,Entire home/apt,86.0,336,5
43070547,Berkeley,39.77453,-105.04531,Entire home/apt,98.0,350,5
43070564,Berkeley,39.77567,-105.04535,Entire home/apt,97.0,359,5
43076725,Five Points,39.7573,-104.99057,Entire home/apt,145.0,332,2
43104437,Baker,39.71409,-104.98962,Entire home/apt,49.0,307,8
43148202,Speer,39.71263,-104.97476,Entire home/apt,131.0,265,1
43148281,Speer,39.71845,-104.98663,Entire home/apt,115.0,85,10
43207991,City Park West,39.74599,-104.964,Private room,57.0,303,1
43248227,Sunnyside,39.77339,-105.01272,Private room,85.0,164,1
43259954,West Highland,39.76919,-105.03645,Entire home/apt,120.0,148,1
43301801,Cheesman Park,39.73486,-104.97264,Entire home/apt,120.0,89,10
43316442,Jefferson Park,39.74803,-105.02243,Entire home/apt,350.0,254,1
43346958,Highland,39.76118,-105.01884,Entire home/apt,119.0,124,1
43366381,Union Station,39.75798,-105.00339,Entire home/apt,180.0,276,12
43370992,Cheesman Park,39.7388,-104.9654,Entire home/apt,159.0,365,6
43392043,Baker,39.71757,-104.99006,Entire home/apt,95.0,54,1
43411988,Whittier,39.75279,-104.96677,Entire home/apt,320.0,65,1
43415474,Gateway - Green Valley Ranch,39.77609,-104.7653,Private room,30.0,365,16
43433393,Jefferson Park,39.74904,-105.02483,Private room,240.0,179,1
43487070,West Colfax,39.73556,-105.03873,Entire home/apt,229.0,170,1
43546204,City Park,39.74198,-104.95494,Entire home/apt,85.0,299,1
43552843,Washington Park,39.69277,-104.96128,Entire home/apt,90.0,54,1
43567835,Five Points,39.75314,-104.99087,Private room,114.0,333,15
43569753,Union Station,39.75506,-105.00205,Entire home/apt,100.0,218,2
43614633,Sunnyside,39.77204,-105.00945,Entire home/apt,346.0,333,1
43624051,Union Station,39.75701,-105.00203,Entire home/apt,300.0,359,1
43653465,University,39.68628,-104.96977,Entire home/apt,90.0,126,1
43686804,Capitol Hill,39.73442,-104.98406,Entire home/apt,79.0,363,3
43713166,Union Station,39.75528,-105.0003,Entire home/apt,100.0,219,2
43818286,Speer,39.71203,-104.97669,Entire home/apt,141.0,233,1
43821064,Montbello,39.78791,-104.83771,Private room,65.0,365,16
43821073,Gateway - Green Valley Ranch,39.77637,-104.76554,Private room,30.0,180,16
43827790,Country Club,39.72062,-104.97159,Entire home/apt,320.0,177,1
43843691,Sloan Lake,39.74732334641388,-105.02585020328956,Entire home/apt,281.0,337,85
43851086,North Park Hill,39.76097,-104.92264,Entire home/apt,86.0,91,7
43909396,West Colfax,39.74534,-105.0302,Entire home/apt,1850.0,89,1
43920210,Sloan Lake,39.75398,-105.03047,Entire home/apt,153.0,88,1
43930164,West Colfax,39.7387,-105.04136,Entire home/apt,279.0,328,1
43954985,North Park Hill,39.76098,-104.91144,Entire home/apt,85.0,263,1
44004893,Virginia Village,39.69072,-104.93679,Entire home/apt,172.0,350,3
44017769,Regis,39.78584,-105.03136,Entire home/apt,115.0,173,1
44036483,West Colfax,39.74327,-105.03256,Private room,120.0,179,1
44044378,Wellshire,39.66599,-104.94875,Entire home/apt,119.0,364,1
44116001,Hale,39.73383,-104.93688,Entire home/apt,52.0,285,2
44148230,Baker,39.72075,-104.99125,Entire home/apt,125.0,92,1
44180565,Lincoln Park,39.72955,-104.99825,Entire home/apt,196.0,363,1
44211714,Cheesman Park,39.73506,-104.97151,Entire home/apt,99.0,74,10
44262522,Lincoln Park,39.73415,-105.00262,Entire home/apt,371.0,246,1
44269137,West Colfax,39.741344,-105.039528,Entire home/apt,69.0,169,5
44278955,Union Station,39.75545,-105.00042,Entire home/apt,90.0,88,1
44293043,Berkeley,39.77184529406341,-105.03494218455783,Entire home/apt,128.0,263,1
44308956,West Highland,39.76151,-105.02996,Entire home/apt,282.0,363,1
44334732,Union Station,39.75627,-105.0047,Entire home/apt,180.0,294,12
44334738,Union Station,39.75639,-105.00322,Entire home/apt,242.0,282,12
44334753,Union Station,39.75824,-105.00259,Entire home/apt,172.0,296,12
44341879,Baker,39.7140993,-104.9904881,Entire home/apt,59.0,43,1
44405789,Stapleton,39.74862,-104.89564,Entire home/apt,177.0,329,1
44433270,Chaffee Park,39.78501,-105.02328,Private room,38.0,99,3
44463305,Cheesman Park,39.73895,-104.96564,Entire home/apt,159.0,360,6
44463753,Cheesman Park,39.73903,-104.96399,Entire home/apt,164.0,344,6
44523982,Five Points,39.7576,-104.97664,Entire home/apt,432.0,346,2
44540388,Athmar Park,39.70125,-105.01393,Private room,30.0,62,3
44554461,Baker,39.7226,-104.99471,Entire home/apt,104.0,87,1
44557652,West Highland,39.76127,-105.0407,Entire home/apt,1100.0,362,2
44630520,Highland,39.76494,-105.0056,Entire home/apt,267.0,48,2
44641083,City Park West,39.74304,-104.96003,Entire home/apt,79.0,148,1
44663602,West Highland,39.76788,-105.05017,Entire home/apt,120.0,179,5
44685217,Five Points,39.75641,-104.97861,Entire home/apt,53.0,335,3
44947762,Ruby Hill,39.69149,-105.01888,Entire home/apt,111.0,266,1
44995671,Washington Park West,39.71026,-104.98413,Entire home/apt,98.0,78,4
45024626,Sloan Lake,39.75773,-105.03176,Entire home/apt,154.0,305,1
45053808,West Colfax,39.74066,-105.02708,Entire home/apt,172.0,273,5
45066635,Gateway - Green Valley Ranch,39.79619,-104.76408,Private room,104.0,90,2
45076608,Washington Park West,39.7091,-104.9838,Entire home/apt,110.0,78,4
45076801,Athmar Park,39.69921,-105.01531,Entire home/apt,60.0,130,1
45100059,Union Station,39.75162,-104.99502,Entire home/apt,75.0,201,40
45104116,West Colfax,39.74259,-105.03024,Entire home/apt,175.0,8,1
45127411,Athmar Park,39.6994,-105.01236,Entire home/apt,130.0,148,3
45141261,Union Station,39.75067,-104.99489,Entire home/apt,420.0,364,1
45164203,Cheesman Park,39.73945,-104.96391,Entire home/apt,163.0,363,6
45192693,Globeville,39.77425,-104.98125,Entire home/apt,104.0,240,1
45256355,Cheesman Park,39.73448,-104.9712,Entire home/apt,99.0,78,10
45288771,Gateway - Green Valley Ranch,39.7745,-104.76705,Private room,32.0,365,16
45302598,Five Points,39.75554,-104.99225,Entire home/apt,550.0,323,1
45383315,Cheesman Park,39.73491,-104.97154,Entire home/apt,110.0,89,10
45383634,Montclair,39.73188,-104.91975,Entire home/apt,95.0,186,4
45400123,Five Points,39.76432,-104.98036,Entire home/apt,166.0,352,6
45400126,Five Points,39.76539993286133,-104.9800033569336,Entire home/apt,263.0,334,6
45400129,Five Points,39.76586,-104.97893,Entire home/apt,152.0,361,6
45400783,Cole,39.76337,-104.96314,Entire home/apt,69.0,74,1
45402923,West Highland,39.76638,-105.04937,Entire home/apt,120.0,59,5
45411532,Cheesman Park,39.7327,-104.97274,Entire home/apt,95.0,89,10
45422255,Platt Park,39.68785,-104.9846,Entire home/apt,124.0,223,1
45441817,City Park West,39.74185,-104.96919,Entire home/apt,120.0,127,1
45451919,Montbello,39.78669,-104.83705,Private room,50.0,365,16
45452847,Five Points,39.74913,-104.97697,Entire home/apt,135.0,136,1
45484864,Gateway - Green Valley Ranch,39.77426,-104.76708,Private room,30.0,365,16
45532578,Speer,39.712829106979406,-104.98748759542674,Entire home/apt,182.0,96,1
45567403,Baker,39.71494002767892,-104.98933368064785,Entire home/apt,131.0,166,1
45568873,Cherry Creek,39.7229,-104.95552,Entire home/apt,250.0,365,1
45581133,West Highland,39.76208,-105.05276,Entire home/apt,400.0,21,1
45594875,Harvey Park South,39.66568,-105.03183,Private room,85.0,365,1
45637754,Cheesman Park,39.73482,-104.97134,Entire home/apt,91.0,89,10
45653210,Baker,39.72026,-104.99681,Entire home/apt,67.0,177,1
45691285,Baker,39.72013,-104.98908,Entire home/apt,55.0,363,3
45710801,West Colfax,39.74422,-105.03217,Entire home/apt,160.0,39,1
45720276,West Highland,39.76196,-105.04902,Entire home/apt,127.0,92,11
45724176,Cheesman Park,39.73377,-104.97048,Entire home/apt,140.0,81,2
45734227,Berkeley,39.77106,-105.04403,Entire home/apt,105.0,362,2
45741274,Baker,39.72377,-104.99626,Entire home/apt,180.0,29,1
45756783,Southmoor Park,39.63508,-104.91203,Private room,119.0,177,1
45771015,Baker,39.71719,-104.9939,Entire home/apt,90.0,325,1
45774339,Sloan Lake,39.75246,-105.02605,Entire home/apt,164.0,175,1
45780717,North Capitol Hill,39.74679,-104.97939,Entire home/apt,275.0,344,1
45785332,Washington Park West,39.69969,-104.97839,Entire home/apt,220.0,266,1
45788985,Globeville,39.77746,-104.98476,Entire home/apt,115.0,55,1
45803041,East Colfax,39.73936,-104.89445,Private room,4500.0,180,1
45817397,North Park Hill,39.7612,-104.90536,Entire home/apt,178.0,360,2
45830309,Highland,39.76321,-105.02269,Entire home/apt,149.0,237,42
45847228,Chaffee Park,39.79036,-105.02395,Entire home/apt,107.0,365,2
45850391,Overland,39.6705,-104.99284,Entire home/apt,119.0,183,1
45863602,Lincoln Park,39.73432,-105.00187,Entire home/apt,254.0,286,42
45877458,Five Points,39.76018,-104.9798,Entire home/apt,195.0,343,1
45881671,Cheesman Park,39.73298,-104.97147,Entire home/apt,79.0,63,10
45882751,Five Points,39.75353,-104.97542,Entire home/apt,489.0,88,1
45914773,Congress Park,39.736649,-104.957184,Entire home/apt,169.0,178,3
45935645,Congress Park,39.73248,-104.9552,Entire home/apt,230.0,270,1
45975404,Clayton,39.7686375,-104.9594659,Entire home/apt,106.0,261,1
45987327,North Capitol Hill,39.74333,-104.97351,Entire home/apt,152.0,12,1
45990760,Washington Park West,39.70545,-104.98743,Entire home/apt,74.0,75,1
45996447,Stapleton,39.7861,-104.89067,Entire home/apt,176.0,207,1
46006673,Cheesman Park,39.73279,-104.97267,Entire home/apt,100.0,89,10
46053330,CBD,39.74657,-104.99585,Entire home/apt,97.0,218,1
46053516,Cheesman Park,39.73851,-104.96171,Entire home/apt,90.0,172,1
46071432,Sunnyside,39.77329,-105.01379,Entire home/apt,143.0,363,1
46081645,Berkeley,39.77915,-105.03496,Entire home/apt,135.0,136,1
46087425,Congress Park,39.73701,-104.95856,Entire home/apt,97.0,119,1
46100889,Overland,39.6696,-104.98775,Entire home/apt,456.0,304,1
46102095,Lincoln Park,39.72764,-104.99915,Entire home/apt,140.0,180,1
46105669,Union Station,39.75379,-104.99981,Entire home/apt,120.0,365,1
46136054,Washington Park,39.70786,-104.96652,Entire home/apt,695.0,30,1
46155726,Cheesman Park,39.73863,-104.96466,Entire home/apt,164.0,365,6
46156052,North Capitol Hill,39.74474,-104.9789,Entire home/apt,138.0,51,1
46156938,Five Points,39.759567,-104.987122,Entire home/apt,159.0,237,2
46157277,Baker,39.71356,-104.99022,Entire home/apt,50.0,327,8
46173360,Gateway - Green Valley Ranch,39.7966,-104.76327,Private room,107.0,90,2
46174482,Lowry Field,39.72052,-104.89144,Entire home/apt,93.0,89,1
46217796,Five Points,39.75364,-104.99271,Private room,314.0,173,15
46218195,Five Points,39.75373,-104.99148,Private room,306.0,173,15
46263199,University Hills,39.65377,-104.93184,Entire home/apt,169.0,123,1
46264706,Jefferson Park,39.75426,-105.02036,Private room,60.0,58,2
46281674,Sloan Lake,39.75542,-105.05046,Entire home/apt,120.0,178,2
46319395,Lincoln Park,39.73163,-104.99718,Entire home/apt,150.0,178,1
46330517,CBD,39.74579,-104.99578,Entire home/apt,84.0,68,2
46331439,Regis,39.78536,-105.04298,Entire home/apt,125.0,365,1
46375501,Capitol Hill,39.72849,-104.9773,Entire home/apt,115.0,85,2
46382399,West Highland,39.75864,-105.02809,Entire home/apt,105.0,180,1
46403380,Hampden South,39.63787,-104.90223,Entire home/apt,109.0,131,1
46431870,Jefferson Park,39.75278,-105.02157,Private room,59.0,51,2
46453370,Barnum West,39.72093,-105.04909,Private room,69.0,364,2
46486187,Cherry Creek,39.72532,-104.95932,Entire home/apt,118.0,355,85
46512020,West Colfax,39.74134,-105.03973,Entire home/apt,65.0,132,5
46580380,East Colfax,39.74463,-104.89398,Entire home/apt,56.0,32,1
46586352,Overland,39.68371,-104.98939,Entire home/apt,120.0,254,1
46588766,North Park Hill,39.76061,-104.92825,Entire home/apt,80.0,354,1
46604824,University Hills,39.67089,-104.937,Entire home/apt,100.0,268,1
46623278,Whittier,39.75943,-104.96163,Private room,61.0,25,1
46642703,Baker,39.72467,-104.9909,Entire home/apt,44.0,165,4
46673718,Five Points,39.76166,-104.983,Entire home/apt,50.0,287,4
46674514,City Park West,39.7438,-104.96022,Entire home/apt,113.0,318,48
46676127,City Park West,39.74258,-104.96168,Entire home/apt,113.0,289,48
46677383,Five Points,39.75961,-104.9814,Entire home/apt,60.0,303,3
46678122,Capitol Hill,39.73917,-104.97334,Entire home/apt,289.0,353,1
46693568,Stapleton,39.75645,-104.86528,Entire home/apt,114.0,364,1
46694552,Stapleton,39.75585,-104.89497,Entire home/apt,86.0,155,1
46709807,West Highland,39.7637,-105.03923,Entire home/apt,159.0,48,10
46746974,Platt Park,39.68393,-104.98401,Entire home/apt,127.0,138,1
46760458,Five Points,39.7509,-104.97971,Entire home/apt,158.0,12,1
46793366,Lincoln Park,39.727,-105.00171,Entire home/apt,265.0,363,1
46798345,Union Station,39.75665,-105.00462,Entire home/apt,242.0,248,12
46816242,Regis,39.78862,-105.04456,Entire home/apt,181.0,79,1
46847951,Sloan Lake,39.75056,-105.03722,Entire home/apt,125.0,77,1
46851581,West Colfax,39.73714,-105.04022,Entire home/apt,89.0,114,1
46919273,Highland,39.76425,-105.0057,Entire home/apt,78.0,355,1
46923175,West Highland,39.76938,-105.03663,Entire home/apt,134.0,3,2
46925783,Whittier,39.75276,-104.96965,Entire home/apt,86.0,148,1
46943238,North Capitol Hill,39.741207,-104.97644,Entire home/apt,110.0,298,1
47023490,Whittier,39.7618,-104.96583,Private room,87.0,18,2
47058767,Capitol Hill,39.73083,-104.98476,Entire home/apt,95.0,358,4
47075662,Cherry Creek,39.72413,-104.94633,Entire home/apt,120.0,209,6
47096870,Speer,39.71599,-104.97917,Entire home/apt,66.0,273,2
47103538,Washington Park West,39.70715,-104.98427,Entire home/apt,135.0,80,1
47112219,Barnum,39.71796,-105.03469,Entire home/apt,307.0,365,1
47116912,Cheesman Park,39.73932,-104.96894,Entire home/apt,101.0,254,2
47136536,Highland,39.75721,-105.01206,Entire home/apt,349.0,363,1
47142758,CBD,39.7438,-104.98955,Entire home/apt,79.0,123,1
47175839,West Colfax,39.73581,-105.03931,Entire home/apt,109.0,180,1
47213606,CBD,39.74531,-104.99645,Entire home/apt,109.0,209,7
47218335,Five Points,39.76105,-104.97925,Entire home/apt,87.0,4,5
47219182,Overland,39.679178314305766,-104.99475381053172,Entire home/apt,285.0,147,1
47224119,City Park West,39.74552,-104.9664,Entire home/apt,60.0,335,2
47272913,West Colfax,39.74095,-105.03298,Entire home/apt,741.0,276,1
47274444,Five Points,39.76159,-104.98327,Entire home/apt,53.0,329,4
47274568,Union Station,39.75232,-105.00347,Entire home/apt,300.0,359,1
47274761,Five Points,39.75954,-104.98376,Entire home/apt,49.0,277,4
47287150,Athmar Park,39.70803,-105.01209,Entire home/apt,155.0,67,1
47325308,West Highland,39.7595,-105.05197,Entire home/apt,135.0,146,1
47334228,Congress Park,39.739384,-104.950912,Entire home/apt,255.0,320,2
47337599,Five Points,39.75253,-104.98348,Entire home/apt,96.0,84,1
47339616,Villa Park,39.72657,-105.03499,Entire home/apt,65.0,177,1
47370604,Berkeley,39.77599,-105.04857,Entire home/apt,186.0,304,2
47372674,Stapleton,39.75942,-104.89828,Entire home/apt,150.0,243,1
47385446,Berkeley,39.77459716796875,-105.02672576904295,Entire home/apt,147.0,101,1
47430921,West Highland,39.76329803466797,-105.04763793945312,Entire home/apt,435.0,128,1
47595779,Highland,39.76357,-105.01197,Private room,95.0,325,1
47713183,Whittier,39.76054,-104.96575,Private room,87.0,18,2
47714136,Skyland,39.75485,-104.95776,Entire home/apt,70.0,320,1
47769511,Union Station,39.74862,-105.00066,Entire home/apt,215.0,265,1
47788214,Virginia Village,39.68196,-104.92698,Entire home/apt,126.0,161,1
47788424,Jefferson Park,39.7526,-105.02356,Entire home/apt,56.0,59,4
47835109,Athmar Park,39.70150375366211,-105.01307678222656,Entire home/apt,199.0,146,1
47835541,Five Points,39.76614,-104.97415,Entire home/apt,187.0,84,1
47884964,Baker,39.72221,-104.99119,Private room,60.0,85,1
47921405,Union Station,39.75316,-105.00577,Entire home/apt,152.0,333,1
47943275,Capitol Hill,39.73942,-104.97802,Entire home/apt,101.0,346,42
47990999,Rosedale,39.67312,-104.98604,Entire home/apt,105.0,363,2
48026459,City Park West,39.74073,-104.97128,Entire home/apt,136.0,359,6
48054424,Ruby Hill,39.69436,-105.01364,Entire home/apt,111.0,178,2
48059130,Baker,39.7152,-104.98962,Entire home/apt,50.0,246,8
48091721,Cole,39.76452,-104.96956,Entire home/apt,97.0,56,1
48101183,Gateway - Green Valley Ranch,39.77567,-104.76736,Private room,30.0,365,16
48103822,Stapleton,39.75063,-104.88795,Private room,39.0,92,1
48118049,Highland,39.75845,-105.01117,Entire home/apt,140.0,267,1
48125065,Sunnyside,39.77482,-105.02432,Entire home/apt,105.0,357,2
48125158,West Highland,39.76306,-105.04244,Entire home/apt,104.0,75,1
48137466,Lincoln Park,39.73406,-104.99786,Entire home/apt,99.0,78,2
48147877,North Capitol Hill,39.74147,-104.98065,Entire home/apt,286.0,154,3
48160097,Lowry Field,39.71837,-104.90642,Entire home/apt,195.0,365,1
48166414,Five Points,39.75793499518187,-104.98545423345992,Entire home/apt,77.0,49,1
48171228,Gateway - Green Valley Ranch,39.79089,-104.76156,Private room,28.0,358,2
48185431,Highland,39.76583,-105.00046,Entire home/apt,642.0,164,1
48195495,North Capitol Hill,39.74611,-104.98118,Entire home/apt,100.0,326,1
48195558,Harvey Park South,39.66003,-105.053,Entire home/apt,122.0,154,1
48199049,Berkeley,39.77365,-105.05179,Entire home/apt,99.0,295,1
48199440,Five Points,39.76489,-104.97548,Entire home/apt,128.0,170,1
48273340,Baker,39.71555,-104.99152,Entire home/apt,40.0,328,8
48281268,Cole,39.76957,-104.97169,Entire home/apt,94.0,105,1
48296152,Highland,39.76637,-105.01875,Entire home/apt,111.0,230,2
48314563,Five Points,39.74911,-104.97914,Entire home/apt,90.0,365,1
48317465,Capitol Hill,39.73704,-104.9795,Entire home/apt,65.0,244,5
48327627,West Colfax,39.73496,-105.03944,Entire home/apt,115.0,363,1
48329565,Berkeley,39.77356,-105.04353,Entire home/apt,153.0,353,17
48332832,Cheesman Park,39.73854,-104.96617,Entire home/apt,97.0,32,1
48344344,Berkeley,39.77356,-105.04353,Entire home/apt,191.0,348,17
48345449,Berkeley,39.77356,-105.04353,Entire home/apt,144.0,351,17
48368569,Southmoor Park,39.65247,-104.92255,Entire home/apt,150.0,364,1
48398931,Highland,39.76287,-105.02011,Entire home/apt,195.0,266,1
48405300,Baker,39.721,-104.99711,Entire home/apt,100.0,177,1
48413960,Stapleton,39.80969,-104.87539,Entire home/apt,185.0,365,1
48416934,Berkeley,39.77356,-105.04353,Entire home/apt,164.0,356,17
48420311,Overland,39.68134,-104.98875,Entire home/apt,114.0,342,2
48421774,Berkeley,39.77252,-105.0487,Entire home/apt,139.0,180,1
48423750,Five Points,39.75324,-104.9841,Entire home/apt,268.0,272,3
48427739,Hampden,39.66713,-104.87233,Private room,45.0,139,6
48429941,Berkeley,39.77356,-105.04353,Entire home/apt,170.0,357,17
48430010,Berkeley,39.77356,-105.04353,Entire home/apt,144.0,362,17
48430071,Berkeley,39.77356,-105.04353,Entire home/apt,158.0,348,17
48441425,Lincoln Park,39.73014,-104.99854,Entire home/apt,91.0,133,1
48445627,Platt Park,39.68413,-104.97745,Entire home/apt,110.0,164,1
48483208,Berkeley,39.77356,-105.04353,Entire home/apt,209.0,357,17
48483252,Berkeley,39.77356,-105.043526,Entire home/apt,211.0,351,17
48484023,Berkeley,39.77356,-105.04353,Entire home/apt,202.0,348,17
48484116,Hale,39.73503,-104.9372,Private room,80.0,365,1
48485288,Berkeley,39.77356,-105.04353,Entire home/apt,150.0,360,17
48485537,Berkeley,39.77356,-105.04353,Entire home/apt,160.0,346,17
48487133,Berkeley,39.77356,-105.04353,Entire home/apt,155.0,360,17
48487513,Berkeley,39.77356,-105.04353,Entire home/apt,165.0,356,17
48487722,Berkeley,39.77356,-105.04353,Entire home/apt,155.0,348,17
48489565,Berkeley,39.77356,-105.04353,Entire home/apt,157.0,357,17
48543014,Platt Park,39.68166,-104.97724,Entire home/apt,159.0,171,1
48560151,North Park Hill,39.75967,-104.90901,Entire home/apt,150.0,342,1
48563034,City Park West,39.74302,-104.9647,Entire home/apt,84.0,310,1
48563100,Washington Park West,39.70952,-104.97398,Entire home/apt,435.0,177,2
48622893,Chaffee Park,39.7865,-105.02178,Entire home/apt,140.0,267,1
48623326,Cory - Merrill,39.69592,-104.95709,Private room,110.0,88,1
48638328,Speer,39.71813,-104.98645,Entire home/apt,91.0,89,17
48657615,Clayton,39.76647,-104.95085,Entire home/apt,103.0,16,1
48699093,Berkeley,39.77331,-105.04434,Entire home/apt,249.0,364,2
48711582,Union Station,39.74914,-105.00022,Entire home/apt,95.0,304,1
48751862,Stapleton,39.79554,-104.89376,Entire home/apt,379.0,185,1
48756895,Five Points,39.76451,-104.98231,Entire home/apt,166.0,363,6
48756909,Five Points,39.76539,-104.98206,Entire home/apt,166.0,341,6
48759182,City Park West,39.742853,-104.966239,Entire home/apt,150.0,145,19
48764824,North Capitol Hill,39.7465,-104.982,Entire home/apt,180.0,351,19
48766620,Cole,39.768295,-104.972328,Entire home/apt,168.0,115,1
48766778,Five Points,39.74891,-104.97484,Entire home/apt,90.0,316,19
48766983,West Colfax,39.74602,-105.03243,Entire home/apt,155.0,353,19
48789628,West Colfax,39.74134,-105.03973,Entire home/apt,70.0,151,5
48791148,Whittier,39.76082,-104.96894,Entire home/apt,95.0,170,1
48828474,Highland,39.76383,-105.01054,Entire home/apt,100.0,277,1
48831162,Regis,39.78781,-105.0405,Entire home/apt,147.0,55,1
48876884,Gateway - Green Valley Ranch,39.77466,-104.76541,Private room,30.0,184,16
48913938,Skyland,39.75769,-104.94317,Entire home/apt,65.0,116,1
48940395,Highland,39.76316,-105.01614,Entire home/apt,150.0,292,1
48972854,Platt Park,39.68347,-104.98101,Entire home/apt,87.0,321,1
48981489,Cheesman Park,39.73438,-104.96297,Private room,45.0,302,1
49019081,Baker,39.72249,-104.99384,Entire home/apt,79.0,305,3
49036910,Jefferson Park,39.75674,-105.02063,Entire home/apt,95.0,339,40
49061547,City Park West,39.74593,-104.96072,Entire home/apt,65.0,261,1
49062065,College View - South Platte,39.66435,-105.01684,Entire home/apt,106.0,265,1
49071410,Highland,39.76549,-105.00955,Entire home/apt,109.0,28,9
49080149,University Park,39.67905,-104.95089,Entire home/apt,175.0,145,1
49081838,Congress Park,39.73675,-104.95628,Entire home/apt,67.0,239,1
49088589,Virginia Village,39.68355,-104.92741,Entire home/apt,318.0,357,1
49095997,Cole,39.76333,-104.95996,Entire home/apt,103.0,164,1
49113893,Regis,39.7916,-105.03085,Entire home/apt,190.0,53,1
49114652,Goldsmith,39.66904,-104.91645,Private room,119.0,88,2
49130078,Union Station,39.75608,-105.00242,Entire home/apt,86.0,259,4
49131664,Country Club,39.72188,-104.97149,Entire home/apt,154.0,80,1
49139097,Washington Park,39.70817,-104.96864,Entire home/apt,154.0,269,1
49158338,Five Points,39.7615,-104.97748,Entire home/apt,148.0,24,1
49193699,Washington Park West,39.70968,-104.9742,Entire home/apt,161.0,363,2
49198556,Highland,39.7635,-105.01397,Entire home/apt,800.0,364,1
49203947,Cherry Creek,39.71576,-104.94212,Entire home/apt,232.0,175,1
49241225,North Capitol Hill,39.74499,-104.97667,Entire home/apt,115.0,348,2
49245967,University Hills,39.66917,-104.93402,Entire home/apt,284.0,55,1
49275173,Baker,39.71495,-104.98979,Entire home/apt,55.0,287,8
49288412,West Highland,39.76752,-105.0483,Entire home/apt,95.0,286,2
49339517,Lincoln Park,39.72974,-104.996254,Entire home/apt,71.0,290,2
49348267,Whittier,39.75443,-104.96974,Private room,46.0,365,1
49363090,Montclair,39.72847,-104.91472,Entire home/apt,124.0,262,1
49367087,Jefferson Park,39.75209426879883,-105.02238464355467,Entire home/apt,330.0,6,1
49383317,Cherry Creek,39.72098,-104.94131,Entire home/apt,131.0,268,1
49398819,Speer,39.71793,-104.98654,Entire home/apt,79.0,66,17
49420270,Sloan Lake,39.75614,-105.0327,Entire home/apt,134.0,331,2
49435569,Capitol Hill,39.730281829833984,-104.97673797607422,Entire home/apt,90.0,168,1
49438146,City Park West,39.74301,-104.96163,Entire home/apt,118.0,275,48
49440861,Ruby Hill,39.68993,-105.01675,Private room,69.0,347,2
49449621,Stapleton,39.75616,-104.88838,Entire home/apt,130.0,297,1
49461149,Overland,39.68230819702149,-104.98976135253906,Entire home/apt,120.0,5,1
49467949,Sloan Lake,39.75061,-105.04085,Entire home/apt,71.0,270,1
49469813,Gateway - Green Valley Ranch,39.79502,-104.77011,Private room,56.0,75,1
49470100,Hale,39.74001,-104.93817,Entire home/apt,78.0,263,1
49481837,Union Station,39.75425338745117,-105.00086212158205,Entire home/apt,118.0,274,4
49485161,Highland,39.76268,-105.01106,Entire home/apt,139.0,173,1
49495806,Sunnyside,39.78019,-105.02263,Entire home/apt,80.0,57,6
49503889,Highland,39.76214,-105.00696,Entire home/apt,283.0,3,1
49515513,CBD,39.7467862324537,-104.9929288962273,Entire home/apt,135.0,127,5
49518626,Harvey Park,39.6753,-105.04667,Entire home/apt,105.0,243,1
49518796,Whittier,39.75265,-104.96838,Entire home/apt,156.0,175,1
49567682,Speer,39.72623,-104.98116,Entire home/apt,275.0,183,1
49585347,Speer,39.72,-104.98515,Entire home/apt,89.0,89,17
49585896,Cheesman Park,39.73654,-104.97012,Entire home/apt,45.0,273,5
49593927,Highland,39.76458,-105.00428,Entire home/apt,119.0,257,1
49611828,Whittier,39.76091,-104.97111,Entire home/apt,154.0,42,1
49630898,Cory - Merrill,39.69013162813286,-104.94272554688082,Entire home/apt,246.0,301,1
49641472,Speer,39.71738,-104.98502,Entire home/apt,65.0,76,42
49684824,West Colfax,39.74287,-105.03081,Entire home/apt,115.0,86,1
49703319,Villa Park,39.73472,-105.04445,Entire home/apt,225.0,85,1
49704743,CBD,39.7444,-104.99438,Entire home/apt,100.0,53,3
49712911,West Colfax,39.7409,-105.04787,Entire home/apt,70.0,145,1
49756007,Five Points,39.74935336427067,-104.9846675250318,Entire home/apt,295.0,314,1
49770172,City Park West,39.74004,-104.96747,Entire home/apt,87.0,333,2
49776755,Cole,39.76752,-104.96292,Entire home/apt,199.0,3,1
